id,user_id,student_id_number,birth_date,cohort_id,enrollment_status,created_at
664,664,STU-100664,2004-10-27,2,ACTIVE,2026-06-04 17:09:52.591458
665,665,STU-100665,2002-01-11,2,ACTIVE,2026-06-04 17:09:52.591480
666,666,STU-100666,2004-10-23,2,ACTIVE,2026-06-04 17:09:52.591501
667,667,STU-100667,2006-09-06,1,ACTIVE,2026-06-04 17:09:52.591523
668,668,STU-100668,2001-07-14,2,ACTIVE,2026-06-04 17:09:52.591543
669,669,STU-100669,2002-05-01,2,ACTIVE,2026-06-04 17:09:52.591568
670,670,STU-100670,2001-02-11,2,SUSPENDED,2026-06-04 17:09:52.591588
671,671,STU-100671,2002-08-05,2,ACTIVE,2026-06-04 17:09:52.591610
672,672,STU-100672,2001-03-06,2,ACTIVE,2026-06-04 17:09:52.591632
673,673,STU-100673,2004-04-29,1,ACTIVE,2026-06-04 17:09:52.591652
674,674,STU-100674,2008-04-27,3,ACTIVE,2026-06-04 17:09:52.591672
675,675,STU-100675,2004-12-25,2,ACTIVE,2026-06-04 17:09:52.591697
676,676,STU-100676,2000-11-07,3,ACTIVE,2026-06-04 17:09:52.591719
677,677,STU-100677,2006-02-01,3,ACTIVE,2026-06-04 17:09:52.591739
678,678,STU-100678,2006-08-19,2,ACTIVE,2026-06-04 17:09:52.591763
679,679,STU-100679,2001-10-31,1,ACTIVE,2026-06-04 17:09:52.591786
680,680,STU-100680,2003-08-22,1,ACTIVE,2026-06-04 17:09:52.591805
681,681,STU-100681,2003-06-29,2,ACTIVE,2026-06-04 17:09:52.591829
682,682,STU-100682,2005-06-23,3,ACTIVE,2026-06-04 17:09:52.591849
683,683,STU-100683,2002-08-21,1,ACTIVE,2026-06-04 17:09:52.591869
684,684,STU-100684,2006-02-15,1,ACTIVE,2026-06-04 17:09:52.591894
685,685,STU-100685,2008-04-25,1,ACTIVE,2026-06-04 17:09:52.591919
686,686,STU-100686,2007-02-28,1,DROPPED,2026-06-04 17:09:52.591939
687,687,STU-100687,2006-04-28,3,ACTIVE,2026-06-04 17:09:52.591961
688,688,STU-100688,2004-04-18,2,ACTIVE,2026-06-04 17:09:52.591980
689,689,STU-100689,2008-05-10,3,DROPPED,2026-06-04 17:09:52.592003
690,690,STU-100690,2003-11-19,3,ACTIVE,2026-06-04 17:09:52.592025
691,691,STU-100691,2004-08-14,3,ACTIVE,2026-06-04 17:09:52.592044
692,692,STU-100692,2002-04-06,3,SUSPENDED,2026-06-04 17:09:52.592069
693,693,STU-100693,2005-08-02,3,ACTIVE,2026-06-04 17:09:52.592092
694,694,STU-100694,2003-03-05,1,ACTIVE,2026-06-04 17:09:52.592111
695,695,STU-100695,2001-06-16,1,ACTIVE,2026-06-04 17:09:52.592134
696,696,STU-100696,2007-08-28,1,ACTIVE,2026-06-04 17:09:52.592155
697,697,STU-100697,2004-09-24,2,ACTIVE,2026-06-04 17:09:52.592174
698,698,STU-100698,2003-09-21,2,ACTIVE,2026-06-04 17:09:52.592194
699,699,STU-100699,2000-08-16,2,ACTIVE,2026-06-04 17:09:52.592216
700,700,STU-100700,2000-12-27,1,ACTIVE,2026-06-04 17:09:52.592235
701,701,STU-100701,2000-07-31,2,ACTIVE,2026-06-04 17:09:52.592255
702,702,STU-100702,2002-10-20,1,ACTIVE,2026-06-04 17:09:52.592275
703,703,STU-100703,2001-04-02,2,ACTIVE,2026-06-04 17:09:52.592297
704,704,STU-100704,2004-05-15,2,ACTIVE,2026-06-04 17:09:52.592319
705,705,STU-100705,2008-02-20,3,ACTIVE,2026-06-04 17:09:52.592339
706,706,STU-100706,2003-10-04,1,ACTIVE,2026-06-04 17:09:52.592359
707,707,STU-100707,2005-08-24,2,ACTIVE,2026-06-04 17:09:52.592381
708,708,STU-100708,2007-09-30,1,SUSPENDED,2026-06-04 17:09:52.592401
709,709,STU-100709,2001-08-27,1,ACTIVE,2026-06-04 17:09:52.592421
710,710,STU-100710,2000-09-24,2,ACTIVE,2026-06-04 17:09:52.592446
711,711,STU-100711,2004-05-04,2,DROPPED,2026-06-04 17:09:52.592468
712,712,STU-100712,2006-09-18,1,ACTIVE,2026-06-04 17:09:52.592488
713,713,STU-100713,2003-05-15,2,ACTIVE,2026-06-04 17:09:52.592508
714,714,STU-100714,2005-03-27,3,ACTIVE,2026-06-04 17:09:52.592528
715,715,STU-100715,2004-09-08,1,ACTIVE,2026-06-04 17:09:52.592547
716,716,STU-100716,2007-08-21,3,ACTIVE,2026-06-04 17:09:52.592567
717,717,STU-100717,2002-06-18,3,ACTIVE,2026-06-04 17:09:52.592589
718,718,STU-100718,2004-10-06,1,ACTIVE,2026-06-04 17:09:52.592608
719,719,STU-100719,2003-01-05,1,ACTIVE,2026-06-04 17:09:52.592632
720,720,STU-100720,2004-07-22,2,ACTIVE,2026-06-04 17:09:52.592652
721,721,STU-100721,2008-03-05,1,ACTIVE,2026-06-04 17:09:52.592671
722,722,STU-100722,2003-06-29,1,ACTIVE,2026-06-04 17:09:52.592691
723,723,STU-100723,2007-10-05,3,ACTIVE,2026-06-04 17:09:52.592710
724,724,STU-100724,2001-07-26,3,ACTIVE,2026-06-04 17:09:52.592735
725,725,STU-100725,2006-02-28,2,ACTIVE,2026-06-04 17:09:52.592758
726,726,STU-100726,2003-05-26,1,ACTIVE,2026-06-04 17:09:52.592778
727,727,STU-100727,2003-09-23,2,ACTIVE,2026-06-04 17:09:52.592797
728,728,STU-100728,2005-03-22,2,ACTIVE,2026-06-04 17:09:52.592816
729,729,STU-100729,2002-07-06,2,ACTIVE,2026-06-04 17:09:52.592839
730,730,STU-100730,2000-08-05,1,ACTIVE,2026-06-04 17:09:52.592858
731,731,STU-100731,2001-02-23,3,ACTIVE,2026-06-04 17:09:52.592878
732,732,STU-100732,2002-10-24,3,ACTIVE,2026-06-04 17:09:52.592901
733,733,STU-100733,2004-01-07,1,ACTIVE,2026-06-04 17:09:52.592923
734,734,STU-100734,2007-11-11,2,ACTIVE,2026-06-04 17:09:52.592943
735,735,STU-100735,2007-02-08,2,ACTIVE,2026-06-04 17:09:52.592962
736,736,STU-100736,2001-10-02,1,ACTIVE,2026-06-04 17:09:52.592982
737,737,STU-100737,2007-08-20,1,ACTIVE,2026-06-04 17:09:52.593002
738,738,STU-100738,2005-09-08,2,ACTIVE,2026-06-04 17:09:52.593022
739,739,STU-100739,2007-10-18,3,ACTIVE,2026-06-04 17:09:52.593042
740,740,STU-100740,2000-06-12,1,ACTIVE,2026-06-04 17:09:52.593063
741,741,STU-100741,2001-04-15,2,ACTIVE,2026-06-04 17:09:52.593083
742,742,STU-100742,2005-08-10,2,SUSPENDED,2026-06-04 17:09:52.593102
743,743,STU-100743,2006-10-15,2,SUSPENDED,2026-06-04 17:09:52.593127
744,744,STU-100744,2004-12-08,2,ACTIVE,2026-06-04 17:09:52.593147
745,745,STU-100745,2004-05-17,3,ACTIVE,2026-06-04 17:09:52.593167
746,746,STU-100746,2007-01-29,2,ACTIVE,2026-06-04 17:09:52.593188
747,747,STU-100747,2008-04-01,3,ACTIVE,2026-06-04 17:09:52.593207
748,748,STU-100748,2001-12-03,3,ACTIVE,2026-06-04 17:09:52.593227
749,749,STU-100749,2008-03-01,2,ACTIVE,2026-06-04 17:09:52.593246
750,750,STU-100750,2006-05-14,3,ACTIVE,2026-06-04 17:09:52.593265
751,751,STU-100751,2008-01-01,3,ACTIVE,2026-06-04 17:09:52.593288
752,752,STU-100752,2001-04-20,2,ACTIVE,2026-06-04 17:09:52.593308
753,753,STU-100753,2005-01-03,1,ACTIVE,2026-06-04 17:09:52.593331
754,754,STU-100754,2008-04-15,2,ACTIVE,2026-06-04 17:09:52.593353
755,755,STU-100755,2001-03-28,2,ACTIVE,2026-06-04 17:09:52.593372
756,756,STU-100756,2002-02-28,1,ACTIVE,2026-06-04 17:09:52.593391
757,757,STU-100757,2003-01-10,1,ACTIVE,2026-06-04 17:09:52.593411
758,758,STU-100758,2005-12-31,3,ACTIVE,2026-06-04 17:09:52.593430
759,759,STU-100759,2000-08-09,3,ACTIVE,2026-06-04 17:09:52.593449
760,760,STU-100760,2001-08-16,2,ACTIVE,2026-06-04 17:09:52.593469
761,761,STU-100761,2003-08-30,2,ACTIVE,2026-06-04 17:09:52.593488
762,762,STU-100762,2001-05-20,1,ACTIVE,2026-06-04 17:09:52.593517
763,763,STU-100763,2001-10-01,2,ACTIVE,2026-06-04 17:09:52.593540
764,764,STU-100764,2005-12-21,1,ACTIVE,2026-06-04 17:09:52.593560
765,765,STU-100765,2002-04-20,3,SUSPENDED,2026-06-04 17:09:52.593579
766,766,STU-100766,2007-02-14,2,ACTIVE,2026-06-04 17:09:52.593601
767,767,STU-100767,2006-06-27,2,ACTIVE,2026-06-04 17:09:52.593621
768,768,STU-100768,2006-10-19,3,SUSPENDED,2026-06-04 17:09:52.593643
769,769,STU-100769,2006-09-16,1,ACTIVE,2026-06-04 17:09:52.593663
770,770,STU-100770,2005-05-07,3,ACTIVE,2026-06-04 17:09:52.593685
771,771,STU-100771,2004-02-01,1,ACTIVE,2026-06-04 17:09:52.593707
772,772,STU-100772,2001-06-22,3,ACTIVE,2026-06-04 17:09:52.593727
773,773,STU-100773,2008-05-12,1,ACTIVE,2026-06-04 17:09:52.593746
774,774,STU-100774,2007-06-22,1,ACTIVE,2026-06-04 17:09:52.593769
775,775,STU-100775,2002-06-20,2,ACTIVE,2026-06-04 17:09:52.593793
776,776,STU-100776,2005-09-05,2,ACTIVE,2026-06-04 17:09:52.593813
777,777,STU-100777,2004-08-14,3,ACTIVE,2026-06-04 17:09:52.593836
778,778,STU-100778,2004-11-26,2,SUSPENDED,2026-06-04 17:09:52.593859
779,779,STU-100779,2001-11-22,2,ACTIVE,2026-06-04 17:09:52.593879
780,780,STU-100780,2001-12-20,2,ACTIVE,2026-06-04 17:09:52.593904
781,781,STU-100781,2007-03-26,1,ACTIVE,2026-06-04 17:09:52.593924
782,782,STU-100782,2003-08-20,3,SUSPENDED,2026-06-04 17:09:52.593944
783,783,STU-100783,2006-04-29,3,ACTIVE,2026-06-04 17:09:52.593968
784,784,STU-100784,2006-04-30,1,ACTIVE,2026-06-04 17:09:52.593988
785,785,STU-100785,2001-02-22,2,ACTIVE,2026-06-04 17:09:52.594008
786,786,STU-100786,2005-11-01,2,ACTIVE,2026-06-04 17:09:52.594028
787,787,STU-100787,2007-05-12,1,ACTIVE,2026-06-04 17:09:52.594050
788,788,STU-100788,2005-05-30,2,ACTIVE,2026-06-04 17:09:52.594073
789,789,STU-100789,2001-04-02,3,SUSPENDED,2026-06-04 17:09:52.594095
790,790,STU-100790,2005-02-12,3,ACTIVE,2026-06-04 17:09:52.594114
791,791,STU-100791,2002-01-06,1,ACTIVE,2026-06-04 17:09:52.594134
792,792,STU-100792,2002-06-10,2,ACTIVE,2026-06-04 17:09:52.594153
793,793,STU-100793,2001-05-21,1,ACTIVE,2026-06-04 17:09:52.594173
794,794,STU-100794,2006-04-18,1,ACTIVE,2026-06-04 17:09:52.594196
795,795,STU-100795,2000-08-15,2,ACTIVE,2026-06-04 17:09:52.594217
796,796,STU-100796,2005-07-19,3,ACTIVE,2026-06-04 17:09:52.594237
797,797,STU-100797,2003-02-12,3,ACTIVE,2026-06-04 17:09:52.594261
798,798,STU-100798,2008-04-26,3,ACTIVE,2026-06-04 17:09:52.594280
799,799,STU-100799,2002-08-26,1,ACTIVE,2026-06-04 17:09:52.594300
800,800,STU-100800,2001-03-02,3,ACTIVE,2026-06-04 17:09:52.594320
801,801,STU-100801,2003-01-30,2,ACTIVE,2026-06-04 17:09:52.594339
802,802,STU-100802,2002-11-18,3,SUSPENDED,2026-06-04 17:09:52.594358
803,803,STU-100803,2008-05-12,1,ACTIVE,2026-06-04 17:09:52.594381
804,804,STU-100804,2006-01-08,1,ACTIVE,2026-06-04 17:09:52.594400
805,805,STU-100805,2004-08-21,3,ACTIVE,2026-06-04 17:09:52.594422
806,806,STU-100806,2000-11-07,1,ACTIVE,2026-06-04 17:09:52.594441
807,807,STU-100807,2003-11-20,1,ACTIVE,2026-06-04 17:09:52.594461
808,808,STU-100808,2006-09-22,3,ACTIVE,2026-06-04 17:09:52.594483
809,809,STU-100809,2008-03-20,2,SUSPENDED,2026-06-04 17:09:52.594503
810,810,STU-100810,2006-12-10,1,ACTIVE,2026-06-04 17:09:52.594525
811,811,STU-100811,2000-10-01,2,ACTIVE,2026-06-04 17:09:52.594553
812,812,STU-100812,2001-07-17,1,ACTIVE,2026-06-04 17:09:52.594572
813,813,STU-100813,2003-07-31,1,ACTIVE,2026-06-04 17:09:52.594591
814,814,STU-100814,2000-11-16,1,ACTIVE,2026-06-04 17:09:52.594614
815,815,STU-100815,2003-01-17,3,ACTIVE,2026-06-04 17:09:52.594633
816,816,STU-100816,2002-06-05,1,DROPPED,2026-06-04 17:09:52.594656
817,817,STU-100817,2002-01-11,3,ACTIVE,2026-06-04 17:09:52.594678
818,818,STU-100818,2005-08-23,1,ACTIVE,2026-06-04 17:09:52.594697
819,819,STU-100819,2007-07-06,2,ACTIVE,2026-06-04 17:09:52.594717
820,820,STU-100820,2005-12-11,3,ACTIVE,2026-06-04 17:09:52.594736
821,821,STU-100821,2003-09-01,1,ACTIVE,2026-06-04 17:09:52.594756
822,822,STU-100822,2005-06-30,1,ACTIVE,2026-06-04 17:09:52.594775
823,823,STU-100823,2002-09-14,3,ACTIVE,2026-06-04 17:09:52.594795
824,824,STU-100824,2001-01-19,3,ACTIVE,2026-06-04 17:09:52.594814
825,825,STU-100825,2002-04-19,1,ACTIVE,2026-06-04 17:09:52.594836
826,826,STU-100826,2006-10-18,3,ACTIVE,2026-06-04 17:09:52.594859
827,827,STU-100827,2004-08-24,3,SUSPENDED,2026-06-04 17:09:52.594880
828,828,STU-100828,2001-06-08,2,ACTIVE,2026-06-04 17:09:52.594900
829,829,STU-100829,2004-01-06,3,ACTIVE,2026-06-04 17:09:52.594920
830,830,STU-100830,2003-02-04,3,ACTIVE,2026-06-04 17:09:52.594942
831,831,STU-100831,2000-09-20,1,ACTIVE,2026-06-04 17:09:52.594962
832,832,STU-100832,2005-01-29,2,ACTIVE,2026-06-04 17:09:52.594981
833,833,STU-100833,2000-08-16,2,ACTIVE,2026-06-04 17:09:52.595000
834,834,STU-100834,2002-06-28,2,ACTIVE,2026-06-04 17:09:52.595020
835,835,STU-100835,2003-04-11,2,DROPPED,2026-06-04 17:09:52.595040
836,836,STU-100836,2007-08-17,3,ACTIVE,2026-06-04 17:09:52.595060
837,837,STU-100837,2006-08-16,1,ACTIVE,2026-06-04 17:09:52.595080
838,838,STU-100838,2002-10-10,2,ACTIVE,2026-06-04 17:09:52.595100
839,839,STU-100839,2005-07-23,2,ACTIVE,2026-06-04 17:09:52.595119
840,840,STU-100840,2004-11-18,3,ACTIVE,2026-06-04 17:09:52.595139
841,841,STU-100841,2000-12-15,1,ACTIVE,2026-06-04 17:09:52.595160
842,842,STU-100842,2005-01-18,1,ACTIVE,2026-06-04 17:09:52.595183
843,843,STU-100843,2008-03-11,1,SUSPENDED,2026-06-04 17:09:52.595203
844,844,STU-100844,2008-05-18,2,SUSPENDED,2026-06-04 17:09:52.595224
845,845,STU-100845,2006-12-02,2,ACTIVE,2026-06-04 17:09:52.595256
846,846,STU-100846,2003-02-22,1,DROPPED,2026-06-04 17:09:52.595323
847,847,STU-100847,2002-04-14,1,ACTIVE,2026-06-04 17:09:52.595358
848,848,STU-100848,2008-02-16,3,ACTIVE,2026-06-04 17:09:52.595386
849,849,STU-100849,2001-09-20,3,ACTIVE,2026-06-04 17:09:52.595411
850,850,STU-100850,2001-06-15,2,ACTIVE,2026-06-04 17:09:52.595437
851,851,STU-100851,2004-11-07,3,ACTIVE,2026-06-04 17:09:52.595460
852,852,STU-100852,2008-03-28,1,ACTIVE,2026-06-04 17:09:52.595484
853,853,STU-100853,2004-03-14,2,ACTIVE,2026-06-04 17:09:52.595509
854,854,STU-100854,2002-02-12,3,ACTIVE,2026-06-04 17:09:52.595531
855,855,STU-100855,2001-01-17,1,ACTIVE,2026-06-04 17:09:52.595552
856,856,STU-100856,2008-02-06,1,ACTIVE,2026-06-04 17:09:52.595573
857,857,STU-100857,2007-11-12,3,ACTIVE,2026-06-04 17:09:52.595593
858,858,STU-100858,2001-03-17,2,ACTIVE,2026-06-04 17:09:52.595617
859,859,STU-100859,2001-10-25,2,ACTIVE,2026-06-04 17:09:52.595637
860,860,STU-100860,2004-06-06,2,ACTIVE,2026-06-04 17:09:52.595658
861,861,STU-100861,2005-04-04,1,ACTIVE,2026-06-04 17:09:52.595681
862,862,STU-100862,2006-04-19,3,ACTIVE,2026-06-04 17:09:52.595702
863,863,STU-100863,2003-07-21,2,ACTIVE,2026-06-04 17:09:52.595723
864,864,STU-100864,2002-01-05,1,ACTIVE,2026-06-04 17:09:52.595746
865,865,STU-100865,2008-05-05,1,ACTIVE,2026-06-04 17:09:52.595766
866,866,STU-100866,2000-06-05,3,ACTIVE,2026-06-04 17:09:52.595788
867,867,STU-100867,2002-02-07,2,SUSPENDED,2026-06-04 17:09:52.595809
868,868,STU-100868,2008-03-16,1,ACTIVE,2026-06-04 17:09:52.595829
869,869,STU-100869,2001-02-24,2,ACTIVE,2026-06-04 17:09:52.595850
870,870,STU-100870,2001-06-09,1,SUSPENDED,2026-06-04 17:09:52.595873
871,871,STU-100871,2006-11-12,2,ACTIVE,2026-06-04 17:09:52.595894
872,872,STU-100872,2001-07-11,3,ACTIVE,2026-06-04 17:09:52.595915
873,873,STU-100873,2004-02-26,2,ACTIVE,2026-06-04 17:09:52.595935
874,874,STU-100874,2002-03-22,1,ACTIVE,2026-06-04 17:09:52.595955
875,875,STU-100875,2005-12-18,2,ACTIVE,2026-06-04 17:09:52.595978
876,876,STU-100876,2005-03-07,3,ACTIVE,2026-06-04 17:09:52.596000
877,877,STU-100877,2003-08-01,1,ACTIVE,2026-06-04 17:09:52.596020
878,878,STU-100878,2007-04-05,1,ACTIVE,2026-06-04 17:09:52.596043
879,879,STU-100879,2006-06-22,3,DROPPED,2026-06-04 17:09:52.596063
880,880,STU-100880,2002-04-01,2,ACTIVE,2026-06-04 17:09:52.596083
881,881,STU-100881,2003-10-20,3,DROPPED,2026-06-04 17:09:52.596108
882,882,STU-100882,2007-06-23,1,ACTIVE,2026-06-04 17:09:52.596128
883,883,STU-100883,2006-08-19,3,ACTIVE,2026-06-04 17:09:52.596151
884,884,STU-100884,2002-06-12,1,ACTIVE,2026-06-04 17:09:52.596174
885,885,STU-100885,2000-06-21,1,ACTIVE,2026-06-04 17:09:52.596194
886,886,STU-100886,2000-10-16,3,ACTIVE,2026-06-04 17:09:52.596214
887,887,STU-100887,2000-09-19,2,SUSPENDED,2026-06-04 17:09:52.596237
888,888,STU-100888,2001-10-27,3,ACTIVE,2026-06-04 17:09:52.596256
889,889,STU-100889,2001-09-07,3,ACTIVE,2026-06-04 17:09:52.596283
890,890,STU-100890,2005-07-28,1,ACTIVE,2026-06-04 17:09:52.596308
891,891,STU-100891,2001-02-10,3,ACTIVE,2026-06-04 17:09:52.596327
892,892,STU-100892,2006-09-17,2,ACTIVE,2026-06-04 17:09:52.596347
893,893,STU-100893,2005-11-23,2,ACTIVE,2026-06-04 17:09:52.596367
894,894,STU-100894,2006-05-22,1,ACTIVE,2026-06-04 17:09:52.596387
895,895,STU-100895,2008-01-20,2,ACTIVE,2026-06-04 17:09:52.596407
896,896,STU-100896,2001-06-28,3,ACTIVE,2026-06-04 17:09:52.596427
897,897,STU-100897,2002-04-24,3,ACTIVE,2026-06-04 17:09:52.596447
898,898,STU-100898,2005-12-02,2,ACTIVE,2026-06-04 17:09:52.596467
899,899,STU-100899,2008-01-22,2,SUSPENDED,2026-06-04 17:09:52.596489
900,900,STU-100900,2000-08-19,2,DROPPED,2026-06-04 17:09:52.596514
901,901,STU-100901,2001-01-22,3,ACTIVE,2026-06-04 17:09:52.596534
902,902,STU-100902,2005-08-12,3,ACTIVE,2026-06-04 17:09:52.596557
903,903,STU-100903,2001-01-27,1,ACTIVE,2026-06-04 17:09:52.596577
904,904,STU-100904,2002-04-24,2,ACTIVE,2026-06-04 17:09:52.596597
905,905,STU-100905,2004-07-01,1,ACTIVE,2026-06-04 17:09:52.596616
906,906,STU-100906,2001-05-06,3,ACTIVE,2026-06-04 17:09:52.596636
907,907,STU-100907,2008-02-08,2,ACTIVE,2026-06-04 17:09:52.596656
908,908,STU-100908,2000-10-26,2,ACTIVE,2026-06-04 17:09:52.596676
909,909,STU-100909,2008-05-21,2,ACTIVE,2026-06-04 17:09:52.596699
910,910,STU-100910,2000-07-04,1,ACTIVE,2026-06-04 17:09:52.596722
911,911,STU-100911,2005-09-05,1,ACTIVE,2026-06-04 17:09:52.596747
912,912,STU-100912,2005-05-16,1,ACTIVE,2026-06-04 17:09:52.596771
913,913,STU-100913,2006-02-11,1,ACTIVE,2026-06-04 17:09:52.596794
914,914,STU-100914,2002-02-21,2,ACTIVE,2026-06-04 17:09:52.596814
915,915,STU-100915,2000-07-07,2,ACTIVE,2026-06-04 17:09:52.596837
916,916,STU-100916,2000-11-25,2,ACTIVE,2026-06-04 17:09:52.596860
917,917,STU-100917,2004-11-16,3,ACTIVE,2026-06-04 17:09:52.596883
918,918,STU-100918,2004-07-25,1,ACTIVE,2026-06-04 17:09:52.596902
919,919,STU-100919,2008-01-30,2,ACTIVE,2026-06-04 17:09:52.596922
920,920,STU-100920,2001-01-11,2,ACTIVE,2026-06-04 17:09:52.596942
921,921,STU-100921,2006-06-22,2,ACTIVE,2026-06-04 17:09:52.596968
922,922,STU-100922,2004-07-19,1,DROPPED,2026-06-04 17:09:52.596990
923,923,STU-100923,2004-05-28,2,ACTIVE,2026-06-04 17:09:52.597013
924,924,STU-100924,2003-09-13,3,SUSPENDED,2026-06-04 17:09:52.597035
925,925,STU-100925,2003-02-14,3,DROPPED,2026-06-04 17:09:52.597058
926,926,STU-100926,2007-11-19,1,ACTIVE,2026-06-04 17:09:52.597080
927,927,STU-100927,2007-03-14,2,ACTIVE,2026-06-04 17:09:52.597103
928,928,STU-100928,2003-08-14,2,ACTIVE,2026-06-04 17:09:52.597122
929,929,STU-100929,2008-01-17,1,ACTIVE,2026-06-04 17:09:52.597145
930,930,STU-100930,2007-10-15,3,ACTIVE,2026-06-04 17:09:52.597165
931,931,STU-100931,2005-08-01,2,ACTIVE,2026-06-04 17:09:52.597185
932,932,STU-100932,2003-07-28,1,ACTIVE,2026-06-04 17:09:52.597205
933,933,STU-100933,2002-10-06,1,ACTIVE,2026-06-04 17:09:52.597224
934,934,STU-100934,2000-06-15,3,ACTIVE,2026-06-04 17:09:52.597247
935,935,STU-100935,2007-07-16,2,ACTIVE,2026-06-04 17:09:52.597269
936,936,STU-100936,2006-09-14,2,ACTIVE,2026-06-04 17:09:52.597292
937,937,STU-100937,2003-01-27,3,ACTIVE,2026-06-04 17:09:52.597314
938,938,STU-100938,2006-05-02,2,ACTIVE,2026-06-04 17:09:52.597338
939,939,STU-100939,2007-01-27,3,ACTIVE,2026-06-04 17:09:52.597357
940,940,STU-100940,2002-08-14,2,ACTIVE,2026-06-04 17:09:52.597382
941,941,STU-100941,2001-04-21,3,ACTIVE,2026-06-04 17:09:52.597402
942,942,STU-100942,2006-02-25,2,ACTIVE,2026-06-04 17:09:52.597422
943,943,STU-100943,2002-12-01,3,ACTIVE,2026-06-04 17:09:52.597442
944,944,STU-100944,2000-10-05,2,ACTIVE,2026-06-04 17:09:52.597464
945,945,STU-100945,2000-11-20,3,ACTIVE,2026-06-04 17:09:52.597486
946,946,STU-100946,2005-03-04,2,ACTIVE,2026-06-04 17:09:52.597509
947,947,STU-100947,2006-05-24,1,ACTIVE,2026-06-04 17:09:52.597531
948,948,STU-100948,2001-10-15,3,ACTIVE,2026-06-04 17:09:52.597554
949,949,STU-100949,2007-01-11,3,ACTIVE,2026-06-04 17:09:52.597574
950,950,STU-100950,2006-01-03,2,DROPPED,2026-06-04 17:09:52.597594
951,951,STU-100951,2000-11-21,2,ACTIVE,2026-06-04 17:09:52.597614
952,952,STU-100952,2007-05-11,2,ACTIVE,2026-06-04 17:09:52.597633
953,953,STU-100953,2007-07-24,2,ACTIVE,2026-06-04 17:09:52.597653
954,954,STU-100954,2001-06-05,1,ACTIVE,2026-06-04 17:09:52.597673
955,955,STU-100955,2007-06-27,3,SUSPENDED,2026-06-04 17:09:52.597692
956,956,STU-100956,2005-03-23,3,ACTIVE,2026-06-04 17:09:52.597712
957,957,STU-100957,2002-02-23,1,ACTIVE,2026-06-04 17:09:52.597732
958,958,STU-100958,2003-04-14,3,ACTIVE,2026-06-04 17:09:52.597751
959,959,STU-100959,2000-12-26,3,DROPPED,2026-06-04 17:09:52.597771
960,960,STU-100960,2003-02-20,2,ACTIVE,2026-06-04 17:09:52.597793
961,961,STU-100961,2000-10-10,2,ACTIVE,2026-06-04 17:09:52.597813
962,962,STU-100962,2006-03-12,1,ACTIVE,2026-06-04 17:09:52.597833
963,963,STU-100963,2002-05-23,1,ACTIVE,2026-06-04 17:09:52.597859
964,964,STU-100964,2000-06-17,2,ACTIVE,2026-06-04 17:09:52.597881
965,965,STU-100965,2007-03-15,2,ACTIVE,2026-06-04 17:09:52.597904
966,966,STU-100966,2007-02-17,1,ACTIVE,2026-06-04 17:09:52.597924
967,967,STU-100967,2005-08-02,1,ACTIVE,2026-06-04 17:09:52.597949
968,968,STU-100968,2006-10-20,2,ACTIVE,2026-06-04 17:09:52.597969
969,969,STU-100969,2001-11-06,2,SUSPENDED,2026-06-04 17:09:52.597990
970,970,STU-100970,2005-07-11,3,ACTIVE,2026-06-04 17:09:52.598010
971,971,STU-100971,2003-04-13,2,ACTIVE,2026-06-04 17:09:52.598030
972,972,STU-100972,2006-07-15,3,ACTIVE,2026-06-04 17:09:52.598050
973,973,STU-100973,2001-09-25,1,ACTIVE,2026-06-04 17:09:52.598070
974,974,STU-100974,2000-12-10,2,ACTIVE,2026-06-04 17:09:52.598098
975,975,STU-100975,2000-11-09,3,ACTIVE,2026-06-04 17:09:52.598120
976,976,STU-100976,2006-12-16,2,ACTIVE,2026-06-04 17:09:52.598140
977,977,STU-100977,2007-10-25,3,ACTIVE,2026-06-04 17:09:52.598159
978,978,STU-100978,2008-01-15,2,ACTIVE,2026-06-04 17:09:52.598182
979,979,STU-100979,2006-04-26,1,ACTIVE,2026-06-04 17:09:52.598201
980,980,STU-100980,2001-08-06,3,ACTIVE,2026-06-04 17:09:52.598221
981,981,STU-100981,2003-09-06,2,ACTIVE,2026-06-04 17:09:52.598241
982,982,STU-100982,2004-03-17,3,ACTIVE,2026-06-04 17:09:52.598260
983,983,STU-100983,2005-03-25,3,ACTIVE,2026-06-04 17:09:52.598280
984,984,STU-100984,2001-08-19,3,ACTIVE,2026-06-04 17:09:52.598302
985,985,STU-100985,2003-01-01,2,DROPPED,2026-06-04 17:09:52.598325
986,986,STU-100986,2001-08-14,3,ACTIVE,2026-06-04 17:09:52.598347
987,987,STU-100987,2006-04-28,2,DROPPED,2026-06-04 17:09:52.598367
988,988,STU-100988,2008-01-21,2,ACTIVE,2026-06-04 17:09:52.598387
989,989,STU-100989,2004-06-24,3,ACTIVE,2026-06-04 17:09:52.598407
990,990,STU-100990,2007-09-09,3,ACTIVE,2026-06-04 17:09:52.598430
991,991,STU-100991,2004-11-07,2,ACTIVE,2026-06-04 17:09:52.598450
992,992,STU-100992,2006-06-13,1,ACTIVE,2026-06-04 17:09:52.598470
993,993,STU-100993,2003-07-21,2,SUSPENDED,2026-06-04 17:09:52.598490
994,994,STU-100994,2003-05-20,3,ACTIVE,2026-06-04 17:09:52.598510
995,995,STU-100995,2004-04-28,2,ACTIVE,2026-06-04 17:09:52.598533
